mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-504.10577,70.21271,24.588657,11.809249,10.480988,7.3818603,-5.668855,-2.6490185,-15.536621,-4.7091093,-8.250497,-2.09975,-1.2555418,0
-532.98883,85.371,26.417381,4.8436546,15.734121,18.06688,-2.6974182,-12.0829315,-14.717537,-1.090274,-9.271555,-3.0545595,-3.2599094,0
-501.3498,63.56767,16.437454,8.41937,12.712355,11.568833,-11.167667,-6.4666677,-15.02747,0.8837889,-8.808869,-1.3749379,-3.6924648,0
-501.051,77.6665,16.948877,9.782252,12.202659,6.0299883,-3.272668,-5.4730268,-15.815523,-6.5759487,-8.612886,0.10407362,-4.5518394,0
-551.2753,64.284805,27.159443,19.268476,20.522085,8.798893,4.7067537,-8.099512,-11.601543,-0.9028447,-7.810046,-0.5050231,-0.89430934,0
-546.9418,97.40004,36.109234,6.8424134,6.8879995,15.603325,-13.309921,-11.712294,-14.353132,6.922977,-9.320826,1.0447291,-1.4139988,1
-535.38354,71.71883,24.034655,20.047403,22.924612,17.36473,-20.99461,-14.137537,-10.727842,5.267359,-12.548031,-1.3812705,6.0960345,1
-553.87885,72.787575,21.576588,11.383525,15.33086,18.360296,-8.655033,-14.135654,-13.806743,5.697524,-5.2991853,2.8779647,4.9659348,1
-533.4339,72.56317,35.944637,17.630638,10.217547,11.255326,-13.057861,-12.414836,-17.17794,7.053901,-7.191212,-3.366583,0.35128343,1
-527.8864,64.51526,24.472683,18.504246,13.881931,14.767653,-14.975677,-10.242716,-10.5506525,5.6417823,-7.0293655,2.501653,2.6495028,1
-555.40845,69.25843,26.000685,16.886684,15.365801,17.411268,-13.526789,-7.2306685,-14.452113,5.4372354,-8.751503,2.5420668,2.6509233,1
-551.34534,86.74314,35.66521,26.927355,7.061839,10.67347,-15.38051,-11.809646,-20.141634,5.974157,-8.699286,1.1757618,-1.7937746,1
-536.07526,85.83547,35.481388,14.390112,9.008657,6.2713194,-11.580464,-12.821362,-9.913577,2.7487764,-4.080273,-1.8262936,2.9955547,1
-542.2233,79.56733,23.065813,9.790123,11.123496,9.953172,-6.7926307,-9.894696,-10.112091,5.116568,-3.8563182,3.1285641,6.0216665,1
-540.1822,92.14542,25.805893,3.170759,15.315768,13.8882675,-8.985426,-18.301477,-10.407418,3.4711366,-5.7314215,-1.0385375,0.6588217,1
-528.50836,85.03063,29.777782,12.90865,22.898224,12.127532,-14.777707,-18.64224,-14.019747,2.4853292,-9.2153225,-5.8471265,4.676696,1
-537.5809,83.45699,32.832172,11.967912,15.214051,21.780563,-9.998614,-11.338554,-21.68955,4.1000156,-16.318472,-1.1157693,-1.6303825,1
-524.6402,78.007385,26.526487,10.649679,16.906475,11.669784,-9.615118,-18.285698,-12.907471,4.5123053,-7.671247,-3.9304981,3.8564913,1
-529.9077,94.71146,22.296038,6.380043,11.920109,18.79417,-11.442182,-17.588924,-14.310457,5.4615393,-8.139879,-0.7186222,-4.116423,1
-555.5871,74.143,30.201097,18.65312,19.298012,15.384692,-5.2211375,-13.085817,-20.550842,1.9627795,-7.809243,0.8601154,-0.42023978,1
-538.9745,83.61362,27.566822,12.787683,22.39846,18.052664,-7.229774,-16.092031,-20.735912,4.244187,-12.392687,-1.3356551,-1.7578114,1
-555.5279,95.84365,35.65995,16.380133,17.324453,17.877743,-12.339906,-18.621311,-14.469939,1.7859766,-10.71281,-1.6808802,5.215583,1
-531.4366,93.712006,29.203928,11.32743,14.013709,15.852385,-7.9399943,-17.004366,-18.768066,6.5748177,-12.538189,-5.6991286,-3.0068977,1
-533.87256,78.59513,25.333471,11.490272,13.430278,19.68653,-14.6070385,-16.66679,-16.813307,4.1545377,-11.528664,-0.31277245,4.3402557,1
-535.28503,96.13452,36.729946,13.628712,8.768112,13.224295,-10.290765,-15.384703,-17.648203,1.5184811,-12.509393,-4.1171074,-4.520852,1
-528.6827,82.883965,36.694443,7.4812107,6.363739,21.050165,-0.48260123,-12.899334,-17.731401,-2.8148572,-15.6498375,-0.36034733,-5.209857,1
-536.9354,95.495544,37.389477,15.999791,13.32738,10.322239,-6.186794,-16.689028,-18.310812,3.854817,-13.845959,-7.9088836,0.8044606,1
-523.59845,85.294106,31.007227,8.810969,2.2940075,17.228434,-11.991889,-11.695711,-17.66809,1.1215945,-12.042594,2.3844566,-1.8754605,1
-526.50635,85.17375,25.09602,7.31332,10.318781,16.668787,-12.163545,-14.241333,-17.230682,3.273795,-8.97418,-2.9835575,4.268619,1
-510.67566,77.08046,19.549038,12.846913,13.631232,19.604778,-10.820981,-15.724524,-20.68135,4.568374,-9.489409,-1.4736251,-2.6036015,1
-509.36752,60.445904,24.014801,16.231256,7.5407534,17.10204,-16.476112,-15.9316435,-16.435581,8.400294,-10.820814,-0.2138009,1.5709532,1
-526.19366,73.4506,29.474771,17.709631,14.45078,15.855282,-14.724599,-14.651506,-16.335852,10.462987,-9.312396,-3.3007023,4.390881,1
-502.62085,59.264214,26.499584,15.851664,12.53863,18.070255,-4.657803,-20.750937,-23.612095,6.5694737,-8.503047,-4.6609263,-3.779489,1
-510.7467,50.80667,29.96505,29.546375,15.1485405,13.558208,-7.6076217,-15.743039,-17.044437,5.4641433,-11.270239,-4.702991,-2.3778102,1
-530.2217,70.364655,29.514853,11.868566,4.856609,9.746999,-8.84484,-14.067502,-12.044671,6.7409744,-4.036234,-0.97741896,3.0726979,1
-525.2894,67.98219,18.094625,17.669867,13.672172,13.67407,-11.273656,-13.078271,-14.815371,9.15959,-10.09517,1.0902201,0.06947637,1
-501.7309,70.162994,19.458822,15.667339,9.8614235,8.400558,-9.90557,-10.91905,-17.501572,5.4137955,-4.9430046,-3.9263036,1.065369,1
-530.0373,73.61849,24.796556,18.495028,8.129582,8.535546,-12.716041,-8.892348,-19.315838,8.575315,-6.3869305,1.1540885,0.6259247,1
-525.0203,55.431496,14.921864,28.017435,23.169287,12.593531,-9.259144,-14.541539,-14.436005,3.4488373,-7.2155895,-5.292699,2.3185997,1
-508.8721,82.17417,17.169512,15.707211,18.542686,16.090517,-12.054437,-18.030052,-23.23433,5.796909,-10.080579,-1.9000914,-1.3716129,1
-507.53238,63.61125,17.772423,19.352148,17.52645,17.537737,-15.434042,-14.175114,-19.420824,3.0792122,-7.7163258,-0.2166202,2.5888395,1
-523.89984,70.00314,18.494156,11.296921,16.778927,10.842183,-11.310111,-15.470743,-13.974944,2.3422391,-3.812343,-0.47437114,1.7629545,1
-503.37924,67.89768,25.23285,10.479559,4.616585,12.915285,-7.1640515,-14.427714,-17.124643,2.2229207,-7.259753,0.38693178,1.1818738,1
-518.4463,62.417458,33.377388,12.726594,8.911109,12.886764,-8.999284,-12.3369465,-15.713422,8.846745,-7.876916,-4.0075846,4.7799997,1
-532.2712,57.788742,26.815662,17.84057,12.05007,19.24508,-4.292006,-10.615371,-16.516981,4.195385,-7.921964,-1.7477778,0.38064936,1
-497.5794,78.63995,25.404303,7.9215527,6.855877,14.132521,-8.063455,-11.867625,-17.282919,4.3420773,-7.693878,0.12783243,0.9435745,1
-514.59875,55.87229,27.430092,12.03372,3.9399612,19.994734,-4.9997325,-12.251942,-18.114506,5.4526224,-5.2879105,1.1825615,2.4180627,1
-508.55447,61.721657,31.142277,11.84321,9.558367,11.856709,-7.36144,-12.185209,-14.5857525,3.5376015,-7.688102,-2.5560536,3.4865222,1
-508.7151,51.12816,23.271286,17.659962,7.1510377,14.413112,-11.750493,-11.447999,-17.618303,8.8159895,-6.7557955,2.3400164,1.3089846,1
-506.17276,71.831215,24.300781,6.5614386,18.290085,13.925773,3.3987694,-16.744501,-17.68913,-0.6938718,-8.530535,-2.9648345,-2.7789845,1
-517.3046,63.160103,24.50788,18.503204,19.980967,9.679132,-5.905635,-13.623895,-12.01115,3.9719927,-7.3131638,-4.808607,-0.85353607,1
-521.67883,68.549416,24.361334,10.825136,11.645916,17.965197,-9.064205,-7.7460837,-15.805462,2.0323138,-5.8419323,-1.3359176,-0.99733037,1
-557.1751,67.90238,27.04912,23.481544,20.153328,21.18025,-9.843434,-6.5622883,-13.137669,4.4504,-8.232519,-0.01911223,2.451179,1
-536.51666,73.52662,33.823074,23.638,19.700317,13.956136,-9.94639,-5.9611053,-16.28355,0.20440698,-8.076929,-5.860965,-4.027015,1
-538.9539,76.36933,31.748491,17.553303,12.9285755,15.3746195,-12.968004,-5.2638426,-14.28892,4.143022,-6.4001594,0.7800481,-0.78634834,1
-534.4584,71.82661,32.444107,20.599499,17.734829,18.474697,-8.196266,-8.608993,-17.009436,1.3720452,-6.693622,-4.124263,-3.5827324,1
-512.5587,74.12071,29.463856,4.8438225,18.78935,16.738935,-8.697308,-18.700829,-14.023711,-0.039762985,-8.986573,-0.9454364,-0.5425261,1
-514.5143,71.33808,30.09332,7.4948516,3.8237002,15.687318,-17.798737,-9.478725,-14.920842,8.823879,-11.534893,-0.33495206,-1.3528112,1
-527.81866,76.57834,32.29371,11.200036,6.5072303,17.731247,-10.219649,-8.209383,-21.304193,3.9663596,-9.671981,0.9124234,1.0711776,1
-521.2106,74.45429,25.459265,17.865408,12.280458,16.162462,-16.757235,-9.1919985,-17.171852,-0.05646555,-5.482882,-1.1841178,0.03518352,1
-536.35876,64.076324,26.946703,14.185732,16.17021,11.351174,-1.6493444,-10.534695,-7.319527,3.2093053,-7.0040936,-1.0663202,0.05972651,1
-526.80585,77.560905,21.557638,10.834644,10.979211,22.466911,-15.7877035,-8.540815,-16.28299,6.0225053,-5.60232,2.346005,0.75284505,1
-548.5462,68.233665,25.134998,17.605272,11.957696,16.649403,-12.183037,-9.50045,-13.793827,10.683321,-9.300708,-0.42011687,0.49285406,1
-558.90485,74.31091,30.648285,19.612307,12.032113,14.978183,-10.791937,-7.436465,-13.953806,8.3272085,-8.634542,-3.0974522,0.62380135,1
-524.0941,68.81591,23.890709,10.0704,14.920456,8.821838,3.8466244,-5.887284,-15.180757,3.03696,-6.319115,-0.24805877,1.4905515,1
-547.06213,77.846825,26.071188,9.251868,12.5582075,21.47715,-5.848898,-11.43299,-13.707908,9.861917,-8.348106,-1.0399122,-0.9369781,1
-516.4384,87.1245,30.144749,6.975967,13.831392,9.498571,-3.2651174,-8.246503,-16.064112,0.8292544,-9.028139,-4.242321,-0.26277918,1
-557.0575,61.885944,31.341267,24.38042,14.833317,15.685862,-10.226842,-7.4106226,-16.107014,10.8131,-10.630436,1.951892,1.5616102,1
-536.7197,81.27511,37.823635,19.418152,10.967461,11.742328,-11.029348,-6.4206877,-20.264545,1.4602185,-11.357694,0.66362643,-0.48671946,1
-541.651,77.002945,37.612934,17.33479,12.035706,15.87343,-15.600752,-8.0265665,-18.79512,3.7648523,-11.073386,0.14307097,-2.2602313,1
-522.99695,86.05422,24.255836,17.767656,14.24136,12.630216,-18.32518,-13.575101,-17.122591,7.3967595,-11.988271,-1.8946818,4.0730014,1
-513.6162,88.29163,29.50426,11.810809,9.926882,10.702347,-7.664754,-12.93415,-21.231192,0.57929415,-10.705805,-3.1122699,1.8492353,1
-528.38165,76.390366,28.389023,19.926645,10.752172,14.347726,-11.212678,-7.441132,-20.891232,7.5823793,-9.312608,1.8374698,1.415023,1
-539.5738,75.76365,27.945566,15.7517805,20.698153,13.782334,0.9879111,-11.685567,-14.695952,-1.0357882,-9.491387,1.3765546,-3.1705854,1
-557.7503,77.48185,34.412518,28.015043,21.52979,17.67392,-13.281212,-8.2618,-17.765898,0.4000615,-5.867964,0.9530902,-1.6391801,1
-512.2616,93.07436,32.78757,18.430431,15.422975,11.539437,-11.853112,-12.09472,-18.624788,-2.938678,-7.346816,-6.7114205,-3.8593712,1
-531.5225,81.2375,27.891788,15.842357,19.036861,13.360432,-3.8034065,-7.0254974,-14.205801,-1.4074552,-8.519443,0.18850677,0.2695502,1
-537.1182,90.37015,37.51087,15.45996,20.02317,16.459414,0.50560695,-8.478248,-13.167565,0.2322454,-9.556248,-0.77462804,2.3255072,1
-547.80066,86.248886,28.761269,16.143263,16.017443,12.426383,-12.571052,-15.261779,-16.578869,5.649667,-11.02734,-2.7364743,1.1158321,1
-553.77155,89.56611,30.647318,22.301678,21.180237,18.108831,-11.479225,-10.006669,-17.134531,0.4033307,-6.7080574,-1.5530888,3.2976973,1
-508.18817,93.3769,25.778223,5.8532715,10.968539,14.338459,-6.701968,-13.053547,-20.477007,3.497127,-10.217248,0.91202056,-0.97404206,1
-552.8793,70.898506,25.439516,19.413656,14.296748,13.043731,-9.437386,-10.385833,-16.242048,7.1136994,-10.51351,-1.4109498,1.4547522,1
-571.71344,75.47339,34.07717,18.824408,18.33327,21.943087,-12.482119,-11.859863,-19.605818,11.888323,-10.120198,0.3879254,1.5723674,1
-520.7513,69.02535,26.865725,17.111233,18.37162,9.248671,-2.061989,-12.049903,-12.080619,5.906441,-8.123741,-0.9503829,0.67064124,1
-526.0219,81.22364,28.899662,17.326551,14.286187,15.811144,-8.666879,-12.103521,-20.114845,3.3494275,-10.21333,-3.0037873,-2.5452228,1
-538.86615,83.3892,31.602024,25.451387,24.720203,13.736517,-2.1935465,-8.468179,-20.267925,0.46945918,-8.412886,-2.8169267,-2.8199797,1
-396.3278,66.73053,19.377098,26.120344,7.5087643,2.2445302,2.214052,-15.064128,1.7947392,-3.1605809,-11.602481,2.5420568,-9.522241,1
-404.10712,87.163795,16.290565,22.589378,1.9200282,2.098691,2.074184,-14.992766,2.3641236,-2.7401044,-13.502049,5.261679,-11.280624,1
-402.7528,46.272194,37.205067,35.591805,5.729222,0.9883839,1.5298812,-11.07229,-1.3338332,-4.6681643,-9.1721525,3.461819,-7.265588,1
-389.2214,63.57363,17.536278,25.228897,2.936711,0.1530109,0.63394636,-12.745213,2.9059942,-1.6910293,-8.237748,-0.27706903,-8.78504,1
-409.79272,70.422646,24.453035,40.99388,8.645141,-2.7045588,7.9109125,-19.406559,-1.6545376,-2.389915,-13.980955,3.2824428,-12.891777,1
-396.35,74.0561,24.923841,35.705982,8.229075,-7.434035,-1.9399892,-13.405306,-0.050788917,-7.589306,-11.966811,6.558449,-8.391149,1
-478.9871,74.41015,32.68,33.440456,4.775058,6.544222,2.170326,-7.3136945,2.008168,-3.556683,-4.641584,0.27340746,-8.149105,1
-416.0315,70.949135,18.135492,25.453154,-1.1772158,4.0504594,5.959816,-15.569213,-2.6102953,-0.2331307,-9.490932,1.8754175,-5.0450635,1
-420.7293,82.97921,31.617931,28.270164,5.8470135,7.0792346,8.049313,-15.125744,1.3021742,-2.820752,-8.029116,2.32461,-9.40363,1
-490.41663,65.5804,33.76956,29.82538,8.347388,9.255492,3.4905417,-7.998797,1.1719967,0.28765485,-3.8315253,4.5016446,-5.7869973,1
-492.02997,75.75976,36.70893,31.140738,6.1886005,9.4038725,7.098246,-8.009062,2.0633307,-0.55969775,-3.928397,2.0510464,-6.994538,1
-411.43158,78.51105,16.44273,23.347382,5.986507,4.541165,1.8832995,-22.75612,1.8003703,-1.4199227,-12.725551,-0.36134186,-7.846072,1
-388.7737,74.38592,15.101597,27.369373,-2.545563,3.9001257,3.8088288,-12.097506,-0.81562155,0.6528051,-9.607937,-1.0405325,-8.170122,1
-481.32843,80.40711,33.976242,26.688932,4.2091265,13.327727,11.023663,-10.115322,2.1725652,-0.55320555,-6.037864,1.3534174,-6.743426,1
-492.1098,51.413578,22.336329,26.65434,4.5494614,-10.343278,3.7525713,-7.1255126,-4.22005,-2.3354008,-7.132947,-1.8305933,-6.864727,1
-394.53455,69.54941,27.72879,23.226461,-3.9990797,8.916395,6.631824,-10.888202,-1.947693,-1.6662395,-8.36352,-0.18918668,-8.644164,1
-398.37607,54.691666,31.398458,41.408695,2.3740652,-1.4345515,3.689663,-12.316646,-4.547871,-3.1264806,-12.166496,2.0913239,-9.192453,1
-447.37057,64.77896,27.006231,36.662796,7.6651354,6.4705563,-4.152414,-11.982278,6.6709037,-1.592129,-8.188489,0.3554475,-6.5084925,1
-406.46423,58.626633,13.7055435,24.197224,-8.072609,1.6682738,2.614838,-13.295643,0.49309886,-4.6081195,-7.177378,4.894224,-8.916011,1
-384.20413,53.367924,24.706186,33.088978,-4.3324723,3.345122,3.1744537,-9.396385,-1.1158544,-1.1802622,-9.601408,1.7270688,-6.2669296,1
-399.95724,50.938747,20.156523,34.96815,2.058964,-1.5973465,-0.7837395,-7.5861588,2.1005232,-2.1915991,-10.379082,4.6056595,-7.325774,1
-414.95767,47.17912,25.405281,43.552635,2.8134556,-0.04584322,3.672523,-9.456553,-2.8479555,-5.2008266,-8.99703,3.7509787,-6.762521,1
-464.23825,52.77994,32.798283,45.322144,8.83886,4.6538363,3.4048374,-8.36461,3.53254,-0.21002404,-10.340856,2.2592962,-9.580511,1
-391.1339,45.257435,30.448292,27.121866,-0.7527393,1.9922037,-1.8282368,-10.237484,-2.014519,-1.5934826,-9.763965,3.963368,-7.061797,1
-422.2608,78.213936,31.003185,26.868256,-7.245879,6.2396765,7.963267,-16.465984,-1.5340809,-7.157982,-14.207801,2.4130535,-6.142594,1
-384.5728,77.69133,20.470133,25.691343,-0.14731734,4.5282745,1.8693471,-14.800043,-1.3686875,-0.41446316,-10.718449,0.39213088,-11.260424,1
-405.5904,55.025448,27.176008,39.914238,4.9270496,-0.14544272,0.6797972,-11.333258,-2.0596485,-7.0040326,-11.549151,4.046045,-6.312247,1
-404.3953,66.61148,27.065115,36.60634,0.8609485,2.8128211,-1.5119061,-10.988955,4.5986066,-2.3292134,-9.255158,2.5029192,-9.021244,1
-389.89154,60.15695,24.833735,26.53704,2.171929,2.2947063,0.5248015,-9.246356,2.0504866,0.15758716,-6.860176,-0.8559474,-6.117588,1
-421.54126,76.58264,31.503258,41.503284,6.4750023,6.424879,7.576535,-12.929168,0.65818393,-3.3420906,-6.1505585,3.4563386,-10.459731,1
-376.10605,74.41389,24.499111,25.526993,6.5968294,-2.098187,0.86033547,-13.795871,-6.476407,1.909479,-13.769234,-0.15561065,-9.221579,1
-421.4705,66.40744,29.779985,35.842484,6.4138513,4.9190416,3.9056706,-9.913861,5.843537,-3.0639782,-6.9110875,3.901282,-6.554952,1
-418.07654,42.3033,22.969406,38.733322,-1.4335786,3.9301398,0.69264233,-10.071731,1.5833712,-0.3431126,-9.718849,2.2464352,-3.3060434,1
-402.41785,55.898155,23.430761,35.392635,-3.261738,4.2270007,-0.61194414,-8.970315,-5.2301297,-1.3071771,-10.029019,2.1628861,-10.792106,1
-402.19843,74.013756,27.440195,22.501251,-3.1069734,5.642916,5.5565405,-13.788744,-5.917819,-0.9085145,-10.692515,0.48329434,-9.460306,1
-394.19995,74.748985,31.967295,22.514126,-6.325433,5.8099713,4.1312585,-11.358305,-0.8708357,-7.472369,-9.763327,1.2045014,-9.494256,1
-399.1556,76.825424,25.933048,24.854221,2.3939416,2.1633267,2.4559844,-12.938668,2.1203442,0.092549466,-11.834078,4.2250667,-7.6580505,1
-381.94177,73.929565,25.336155,29.69881,-5.614049,3.2660754,-0.16274157,-15.358172,0.6927761,-6.2932134,-6.513343,-0.48569486,-7.329947,1
-374.4748,79.26666,26.847042,20.820532,-13.442272,2.6442938,6.2579193,-13.445177,-3.374719,-0.711409,-10.908912,0.3475729,-8.664854,1
-388.4398,71.12192,19.968874,29.437904,-1.5801276,2.7245274,-1.1980115,-14.236736,4.0715666,-4.1123543,-9.973646,2.2874193,-11.738638,1
-355.6138,54.40578,17.025063,25.029924,-2.4004266,-1.8240858,1.6903094,-9.7116165,-0.54879385,-1.7414408,-10.009355,-0.20179486,-7.5581336,1
-409.50204,43.80401,28.012047,33.940147,5.893295,-0.6013793,-1.8272821,-8.334289,-0.8766645,-2.5780392,-9.013666,1.6840577,-2.8381557,1
-390.81866,62.124474,25.003586,27.355873,1.1040901,0.89507824,1.9377657,-10.883311,-0.25097692,-1.8531736,-8.728052,1.0776453,-8.375594,1
-409.14072,60.720974,29.273159,32.93018,10.095909,3.0490491,3.8066008,-15.299197,-1.2283577,-5.5294833,-8.696116,3.5322092,-7.5216527,1
-368.59027,71.62176,15.742668,28.488308,-1.4141198,2.60891,-0.03379843,-10.55461,0.31802583,-0.15624608,-8.8256235,0.002380425,-7.9581275,1
-408.77893,46.42605,28.481012,24.841724,4.5973415,6.6997395,-0.49621114,-10.69504,-2.081128,-1.1365391,-12.202514,1.6399645,-7.033196,1
-406.89288,52.701244,37.15716,42.668457,5.1560397,1.8565309,0.41422203,-9.228547,-3.7172072,-9.180119,-8.247906,1.6302173,-8.712666,1
-401.57553,67.32608,24.158161,29.267244,8.484332,7.913581,-0.7502377,-18.27701,0.55886805,0.3125711,-13.770237,0.4094781,-4.233725,1
-405.27786,50.98874,26.571835,28.783447,2.0799272,1.5887421,1.2746567,-13.225193,1.5084311,-2.5449224,-8.755502,2.4489682,-2.0588768,1
-408.9854,62.42568,34.408077,42.824352,0.63042176,5.5557675,1.432739,-15.095531,1.8905979,-5.748725,-12.208024,-0.6747751,-7.4474125,1
-406.1344,81.37589,36.503548,26.22175,-8.545409,8.384455,8.86858,-12.086269,0.4366821,-6.7058053,-7.190972,2.2647884,-9.398354,1
-417.5028,76.98759,29.109129,29.391586,6.6937356,2.9159286,-0.15974323,-18.452063,-1.8586589,-4.915359,-10.907416,0.89516014,-10.968693,1
-378.0981,47.729992,29.387869,31.76097,3.4437127,11.5727825,-1.8401088,-15.489882,-0.5342804,0.53813463,-10.437388,3.0153096,-9.441121,1
-396.90823,69.113396,26.62334,28.835026,5.762445,1.9591697,-2.6546693,-14.953824,-2.0622551,-0.5179346,-10.747122,-2.7277803,-8.139183,1
-381.39694,62.443398,18.071772,24.068653,1.2687671,-0.8395015,2.0156865,-9.236961,-0.6299278,0.6030727,-8.537026,-1.9197667,-5.9935884,1
-384.3331,83.7615,26.58762,19.075418,-12.045039,3.583822,7.317139,-12.042363,-3.1401906,-2.0250819,-10.838061,1.0853411,-8.0100155,1
-320.4426,62.71236,11.294221,35.93065,-1.7040706,2.293507,3.0422394,-4.0158,2.7116776,4.79801,-11.0285635,1.0463496,-6.1966496,1
-389.5016,65.93629,34.201435,46.00209,3.774362,-4.783133,5.4852185,-7.930911,1.5081968,-5.146181,-8.559754,5.6942472,-7.798653,1
-379.92752,73.1362,13.976436,23.628035,-2.49491,4.740949,2.3147075,-12.319681,1.5829785,-1.5253681,-9.877809,0.32602596,-9.525613,1
-396.28888,59.13232,41.28569,49.866096,6.5930896,0.121885024,3.1478515,-6.026509,-0.55958384,-5.783758,-10.224822,6.9250135,-10.392177,1
-363.266,75.577034,14.780477,24.668491,3.2736745,3.9066222,1.6899703,-11.210486,2.4827404,0.7336596,-10.115568,-0.065959916,-5.7877345,1
-380.39993,62.228733,24.435917,35.911926,1.0546374,0.26675817,-3.8860352,-8.516642,2.3889303,-3.0814347,-11.179574,4.0741935,-2.5503433,1
-391.5471,82.70538,37.04549,32.847637,-9.428574,5.179493,10.689647,-7.289292,-2.5719173,-0.8389318,-11.147089,2.3479917,-7.1208324,1
-370.91415,87.51789,29.508083,27.8903,-5.7944646,7.4917135,5.04787,-10.686401,-1.047334,0.5888071,-11.879421,-1.6302524,-9.91714,1
-349.78033,88.183914,26.449017,17.424023,-10.53943,9.737061,3.5169585,-16.236532,-0.86251277,3.9516344,-14.824225,6.5050955,-8.022313,1
-359.83844,58.961666,22.100777,39.54029,-2.7069328,3.3112843,4.069993,-12.425198,2.074276,3.8222604,-10.302987,1.8653761,-7.7715435,1
-366.343,71.023506,24.741789,32.838387,-8.768996,5.2460337,1.9270563,-9.0528965,-1.003845,-2.696417,-9.508148,1.1253992,-6.926477,1
-350.33862,73.9774,15.290186,29.10039,-9.121629,3.3930967,-1.4891174,-17.2054,-2.0265768,-0.16398132,-13.546445,5.8277235,-11.238094,1
-403.9959,65.77728,29.68984,35.997204,2.0003228,2.6909962,0.9368279,-14.771822,-7.062882,-0.8747487,-14.115513,0.7257141,-8.434226,1
-402.64145,47.15538,23.339636,37.33881,1.8250002,-0.06320304,0.56534404,-10.678075,-4.769627,0.71759814,-9.860454,1.4005324,-6.1583834,1
-397.78534,57.09477,25.605272,29.37732,3.7503197,-0.5084356,-1.0324599,-11.800348,-1.7992193,-0.8602632,-8.516755,0.520935,-6.6290007,1
-386.44315,47.79114,39.761326,36.896355,5.286743,11.322222,1.9392147,-10.539931,1.0633361,-0.8514529,-11.04052,3.2389727,-6.6665096,1
-387.44473,59.75083,25.871508,43.763786,3.8639247,6.611206,7.7989964,-11.969699,-2.5771687,6.1344085,-13.352574,0.769791,-10.26613,1
-436.47522,65.681206,34.770115,41.256916,8.773949,6.011166,9.384882,-8.182239,1.7398885,0.3357899,-5.6333804,2.6520252,-5.7008677,1
-397.38382,67.96003,29.619005,41.11066,8.6761465,-2.9332166,2.3133888,-8.534486,-1.9350245,-4.02726,-10.947588,4.4489427,-7.366364,1
-424.64456,51.59334,26.977478,33.458073,7.7506714,-2.4419937,-4.5770674,-9.0961075,1.4167746,-7.7786574,-7.712981,4.1835833,-3.9766836,1
-405.70795,69.86048,28.824282,28.185505,1.5061629,3.3550344,3.8090684,-13.963001,-5.809917,-5.916654,-10.653691,2.0619912,-6.669984,1
-389.45465,59.459034,27.100147,45.445618,0.4112058,-2.647039,1.4657023,-12.611403,-5.4883127,-2.075885,-12.448704,5.6187534,-14.534877,1
-353.90366,68.70444,27.223724,33.94495,2.7508469,1.276467,2.0603387,-11.22567,0.82157046,0.23295252,-11.065168,4.4786897,-7.505099,1
-367.65634,76.98225,30.121069,31.950539,-3.9419081,9.989305,4.4153132,-10.116827,-3.5753381,2.4321852,-10.10235,0.3333802,-9.846503,1
-414.70605,62.444687,30.22551,38.729088,0.6364009,3.0428433,0.28689674,-12.563971,-4.9231,-5.2332077,-9.609168,1.5616573,-7.2643795,1
-367.81638,84.701935,27.034819,36.10287,-13.327845,5.982482,3.4466753,-8.772094,-5.09724,-0.82859147,-12.018068,1.3062439,-10.513015,1
-420.45084,67.01223,28.702585,37.014206,4.852736,3.4218678,0.96201694,-14.973273,-4.436948,-5.076867,-10.969398,-0.68129295,-10.829874,1
-408.6247,85.52293,28.046888,38.092033,7.281391,5.1681643,-0.3564536,-19.571129,1.6930553,-1.3580729,-15.080186,2.6470656,-10.925075,1
-395.29556,46.811535,35.5991,35.67149,3.613499,3.229531,-1.2134469,-8.520539,-6.9203763,-7.904019,-10.418521,3.263754,-8.084832,1
-404.099,66.80108,30.253445,34.90653,1.6946771,-0.42451334,-3.5757713,-10.963807,-2.0359492,-3.14917,-12.637608,0.68624085,-3.7940848,1
-409.33838,61.26313,26.021446,31.167925,1.703566,0.11038437,1.1122539,-10.2415495,-4.788262,-3.1413853,-10.329619,1.5227603,-5.1928434,1
-357.89563,82.10064,31.358068,32.766193,3.340851,7.7486157,-1.3626015,-14.348609,-5.41663,6.364181,-14.553604,-0.8655025,-8.556675,1
-407.31912,76.39841,28.66713,38.597813,4.6604395,2.390572,-1.7473645,-11.757257,-2.2903426,-3.79242,-11.981859,0.461444,-11.605218,1
-394.6122,75.0025,30.358225,33.724842,-1.5331013,8.093722,2.9458904,-15.364397,-6.554982,-6.4705887,-7.141621,3.426944,-11.485286,1
-408.51984,77.018974,31.025467,24.195347,-3.2466953,5.9342227,1.8053201,-16.929575,-5.7311807,-7.3596187,-11.28002,-0.08419727,-7.4664493,1
-389.4886,86.90274,27.587095,32.29123,-4.59268,8.348701,0.36039463,-18.394218,-2.4651122,-6.272088,-11.598421,5.041084,-11.630779,1
-411.1233,54.116005,34.093,34.90759,2.0128028,11.173216,-0.44462383,-18.006832,-5.854505,-6.103092,-9.541363,0.76834804,-8.893606,1
