mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta2_mfcc_1,delta2_mfcc_2,delta2_mfcc_3,delta2_mfcc_4,delta2_mfcc_5,delta2_mfcc_6,delta2_mfcc_7,delta2_mfcc_8,delta2_mfcc_9,delta2_mfcc_10,delta2_mfcc_11,delta2_mfcc_12,delta2_mfcc_13,label
-0.9722044,0.8746426,0.5406373,-0.8845626,-1.5458367,0.56700414,1.8901389,-1.1341207,-0.10322714,-1.6390083,-1.5840333,0.07622207,0.80150634,0.4068383,0.36542648,0.3691207,-1.4844881,-0.7417654,0.46839392,0.7574261,0.28544086,1.2222456,-0.0745646,0.37538105,0.41571364,0.2535751,-0.4841304,-0.39026606,1.1403518,1.4506584,0.51738083,-0.54076827,0.06937679,0.0019034259,1.1123265,-0.72677386,-0.9028525,0.056038737,0.053446908,1
0.57602876,0.82956773,-1.2138853,-1.064711,-0.27563864,0.1325835,-0.034428995,-0.67683226,-0.044947147,0.6390585,-0.13764624,-0.92159677,-1.637644,0.29350084,-0.7300231,0.5790057,-0.15682243,-1.5886755,-0.23021325,0.31658998,-1.0225143,-0.5151878,1.6254599,0.28659898,-0.6325808,-0.115845844,-0.0019046922,-0.3938528,-0.33149236,-0.6759416,0.9518272,0.69595695,0.17017466,0.6372347,0.7197701,-0.13604866,-0.36492565,0.5947235,2.4824398,1
-0.2873793,-1.12537,-0.09686757,1.1123676,0.6323554,-1.0537884,-0.4101099,0.27477324,-0.28842255,-1.5870018,-0.48198456,0.882502,0.7206498,-0.5097271,-0.3980103,0.53344715,-0.24244316,-0.19473894,-0.5004299,-0.8718972,-0.4298642,0.8027617,0.3492333,-0.32679904,-1.7421243,1.625156,0.4494078,-0.34999004,0.7990437,0.31189033,-0.63944864,0.550941,-0.8640897,-0.28746578,0.020456336,-0.15620127,0.17796448,-0.07343743,0.19412108,1
-0.23828429,-0.12607194,-0.11533908,0.6060321,-0.09522213,-0.30286556,-1.1022887,0.36928174,2.057762,-0.0077743107,0.46890873,0.12059261,-0.570454,-1.3534867,-0.46274617,0.47483572,-1.484864,0.31383428,-0.035889782,0.7224212,-0.117067434,-0.18146333,-0.07752836,-1.0401981,-1.8054409,-0.9060933,-0.08901442,-0.52449584,-0.32604176,-0.034803923,0.18702076,-0.19920327,-0.3327055,-0.4221753,-0.3653874,-1.0902442,0.089799225,0.90072495,-0.19657592,1
0.357534,-0.6827766,-0.4870269,-0.9352612,0.1393613,-0.43438342,-0.45906028,0.8476115,1.1598749,0.8323061,1.4616637,-1.5378282,0.8134241,-0.5682015,0.91552246,-2.0628936,-1.0970428,-1.8037175,-0.5192394,0.5793412,-1.116782,-0.96361196,-1.018059,-0.2024404,-0.9175013,0.61100817,0.689046,-0.2935984,1.2855492,0.37717003,0.16671918,0.64009696,-0.18237294,0.82344764,0.8325861,-0.31522366,-1.6276832,0.8956684,1.1240706,1
-0.9426454,0.73394305,0.6239359,1.3556007,0.90934193,0.6140157,1.768002,-0.1632916,0.6692661,-0.34994036,1.7558104,0.59133816,-1.2560334,-0.16039103,4.583559,-1.2162323,2.0627563,-0.9533239,0.59072715,0.93055373,-1.4608687,-0.69205505,0.8181977,-1.0590764,-0.47620502,0.9912632,3.877288,-0.6235632,1.7648702,0.20409638,0.83246803,0.35888678,-0.3484734,-0.4226423,-1.5333054,-0.108347796,-1.8605231,-0.09221951,-1.6739684,1
0.92384595,0.54688746,-0.54276615,-1.0898678,0.93114144,-1.5494713,-0.35309285,-0.4011948,-1.8447654,1.4241228,-1.4022408,-1.192041,-0.66593313,0.6970881,1.9157459,-0.43738207,2.566685,1.3121606,1.2291656,-0.67614037,-2.1369069,-0.93046594,-1.3025149,-0.0094517935,0.77497715,-1.031056,1.0017943,-0.90426236,-1.0554656,1.6617416,-0.19754066,0.43999958,1.7649518,1.7652124,2.1902044,2.8744497,1.6203257,-0.5490036,-0.4603704,1
-0.9397381,-0.1436705,0.33688518,0.48910984,0.8983997,0.23177558,0.6086781,0.6643865,2.4964406,-0.25598952,1.44056,0.81102604,0.604977,0.09436707,1.5034771,0.48021972,0.49796537,1.2193297,1.4080797,0.6969546,-0.32317135,0.26399657,0.5637156,1.706227,-0.5979989,-0.0048058475,1.245444,-0.5682813,-0.09808205,1.9789424,0.22198999,0.7191246,-1.1967108,-0.518324,0.34670502,-0.88514495,-2.5135608,-0.9593423,0.64488214,1
-0.8003136,-2.2226582,-0.79757375,0.93160653,-0.5057988,-0.019246344,-0.40605327,0.62105256,0.9952764,0.66316175,0.2767022,-0.0060447725,2.153402,-0.7208698,0.47994012,-0.17477506,-0.68153554,0.014314164,0.2017239,0.71622497,0.40190914,-0.95465165,-0.6817712,-0.39892077,-0.06312029,0.9626467,1.0541946,-0.7256196,0.76625896,1.7090267,-0.4136401,0.043334924,-0.4526511,-0.33414435,-0.8920221,0.03497224,-0.26558322,0.33223262,-0.24694808,1
-0.15705018,-1.0500988,-0.7207244,0.42025223,-0.8329249,0.056108434,-0.81806475,0.9233828,-1.4056122,0.33748555,0.14813216,-0.047296613,-1.4144444,-1.4513519,0.11887157,0.23826279,0.504913,0.4441506,-0.18422508,0.036351126,-0.5745476,0.8022761,0.24772888,0.12560394,-0.6013388,0.20244467,0.7369066,0.19726706,-0.4484054,-0.5951867,0.16923875,-0.103524856,-0.91641176,0.008493291,0.5213927,-1.6603874,-0.30390573,1.1512569,-0.23756208,1
-0.14803629,0.51237607,-0.052860837,-1.5530136,-0.80523175,0.4155231,1.1300523,-0.39923856,-1.6479348,0.47216022,-0.12689732,-0.87658525,-0.77971035,-0.70556796,0.12602133,-0.03726611,0.009271248,-0.7987633,-0.71437454,-0.34957525,-0.2193604,0.8105924,-0.5845689,0.4783948,-0.91507316,-0.14818963,0.25176942,-0.19202386,1.8136779,0.44969544,1.4671352,2.31844,-0.3644519,-0.11350752,0.07553611,1.3424182,1.2284746,0.30236703,0.00040270892,1
0.18054327,0.57578975,0.70123196,-1.5510432,-1.3811343,0.4579282,0.6799227,0.26789793,0.13048196,-1.7452133,0.25826645,-0.52049345,-0.79589075,0.45052114,-0.2690206,1.3725666,-1.3760946,-0.2795011,1.2332085,0.7774225,0.6084386,0.3651746,-1.870914,-1.5148156,0.9209335,-2.1905525,0.42415178,0.1290395,-1.1489309,-1.0198464,-0.52505195,-1.2264644,-0.028971922,0.8854305,-0.8713354,-2.3281877,0.46129796,0.47824013,2.106379,1
-0.023036545,0.7548831,-0.30391088,-1.1928474,0.17908764,-0.46773258,0.15084144,-0.16589916,1.1844907,0.8103352,-0.6000907,0.970893,0.079242,0.11219275,0.5080315,-1.8704246,0.60909086,-0.14135483,-1.3034211,0.5434813,0.6918984,-0.8181408,1.992653,1.4376053,0.2717105,0.28595704,-0.349409,0.4225689,0.41538724,-0.43319705,-1.7794155,1.4097333,0.68664867,-1.1037009,-0.19433886,1.0762583,0.0085801715,0.5626919,-0.48738283,1
0.6841127,0.5051146,-0.4033372,-0.45129386,-1.2538413,-0.18781196,-0.6761986,-0.8300344,0.6814554,-1.3468759,1.6054308,-1.3550181,0.23561566,1.4634,-0.16617532,0.7386864,-1.0451763,-1.0313902,2.4662523,1.7205805,0.36900538,-1.6252332,-1.1606454,-0.35174257,2.0876222,0.55682635,-0.75201935,0.23827225,0.9992087,-0.47465935,0.89078844,-0.6405908,-0.3354411,0.063657284,1.983547,-0.52902156,-0.7914724,-1.428797,-2.059988,1
0.9908584,0.9654405,-0.15166445,-1.8102793,-2.6546032,-0.34564453,1.3515601,-0.30493215,-0.751817,0.5387455,-0.21659593,-0.94359696,-0.40059903,-1.2469414,0.120133586,0.41493505,-0.36350536,-0.9995867,1.6924411,2.6658843,0.14432575,0.75776035,0.5299469,0.041235864,1.0683751,-0.45919216,0.26482937,-0.8850338,-0.64356583,0.05070606,-1.1715264,-0.54750395,-1.398466,-1.6053488,-1.016604,-0.94258374,-0.6742835,0.4862048,1.7702723,1
0.41717237,0.26295432,-1.2973815,-0.4912301,-0.53202194,-0.32527798,-1.0031554,-0.5222089,1.8720475,-0.61014736,0.17108634,0.014190915,-1.8655598,0.6587098,-0.24916393,-1.0919071,-0.12276282,1.0372313,-1.8235811,-0.45962328,1.6809238,0.18029392,1.6700466,1.9783505,0.7468325,-0.027104948,-0.014494482,0.3607712,0.7316126,-0.23057972,0.07822823,-0.13667281,-0.18295905,-1.1454237,-1.4690425,0.38455507,0.32588485,-0.3269637,0.009591696,1
1.7656733,-1.1788164,-1.7877413,-1.1659534,-0.67880416,-1.4798937,-0.090972275,0.7199011,0.24396054,0.19078465,0.1562835,-1.2148441,0.12686248,-0.10648872,0.20227681,-1.9022976,2.6568325,-1.7376616,-1.9547908,-1.238617,-0.062250607,0.23710448,0.29386672,-2.132917,0.048865262,-1.0304297,0.37964165,3.1457348,-1.7735434,-1.3407106,0.34170818,0.260749,-0.80999637,0.57463497,-0.59355795,1.6223084,-1.1612213,-1.3501502,1.0240339,1
-0.44807103,-2.093222,0.042394247,0.19792195,0.80525297,-1.1695231,-1.2018901,1.0979668,0.12842818,-0.09183158,0.56900954,-0.2837155,2.3763964,-0.65072554,0.443959,0.91578,-0.082037486,-0.07784213,-0.38055223,-1.309723,-0.063589714,-0.13113648,0.1485567,0.60883766,-0.9409243,0.40577853,-0.10216231,-1.0413682,0.71574414,1.1479765,1.2052785,0.15425313,-1.0346572,0.1375971,-1.6969174,-0.21610746,-0.50341076,0.25961,-0.88425213,1
0.7018545,1.1411023,-0.56309086,-1.2472528,-2.7526016,-0.2549053,1.8833038,0.18417305,-0.20269723,-0.35265967,0.117067836,-1.3063401,1.212574,-0.21171094,0.59678996,1.2628803,-0.9945126,-0.3451905,0.21304154,1.8238333,-0.11846801,0.17819203,-0.25066635,-1.1174291,-1.6731606,-0.7614949,-1.0071148,-0.5439039,-0.29886264,-0.023079343,1.2309064,1.4079256,0.72272813,0.75583714,1.395272,1.6880633,-0.597099,2.0083606,-0.5159054,0
-0.6233621,-0.1669397,0.110608,0.27017072,-0.23954226,0.0639323,0.7205865,1.5585066,2.32514,-1.3548781,2.1636956,-0.528785,-1.9078834,0.5205694,-0.90029716,-1.8920804,1.103783,-0.732339,-1.8914431,0.077415705,1.546667,-0.8728197,0.3867539,1.5191983,-0.99527466,-0.10695092,-0.9574641,0.77547985,0.4616854,-0.12791166,0.869281,-0.36033976,0.28700018,-1.2169175,-0.8808459,-0.20209761,1.0859212,0.17718518,-0.24740638,0
0.93010676,-1.2582924,-0.33762297,1.1023813,0.5904924,-1.4554102,-0.8577266,0.7327476,-0.64436644,-0.46133378,0.045989357,0.48680347,1.2819242,0.031977072,-1.0668424,-1.043091,0.50167143,-0.83184266,0.1287328,-1.4884144,-0.031878743,1.0680285,0.33613572,1.2923013,0.83184934,1.0994484,0.23480842,0.95990896,-1.9113703,-0.4351016,-0.17920928,-0.07860938,-0.3446985,-0.3961511,-1.0249975,-0.13909264,-0.7021892,0.59518915,1.4185386,0
0.44667438,0.89084935,-1.1533965,-2.1422098,-0.07634357,-0.08944498,-0.2985288,0.876225,0.2015832,0.1514076,0.6214885,-1.9891121,0.44564664,-0.45571044,-0.97343403,-0.7346455,-0.78546005,-0.30476627,0.15191147,0.7593438,0.5151331,1.1402096,0.0857557,1.4991916,0.24550413,1.2846936,-0.2887333,0.46892172,-0.684324,0.026714178,-1.5741826,-0.7624542,-1.0147499,-0.9975827,0.93601125,0.52896196,-0.39923066,0.836203,1.1631131,0
1.3409227,-1.875484,0.080436975,1.1787374,0.7455528,-2.0528877,-1.5592334,1.5543636,-1.5518317,-0.90236866,0.40829703,-0.06755206,1.1572351,-0.7580668,-1.4415714,0.70567274,-1.2416801,0.5583992,0.7078417,0.10874103,1.3330524,-1.2174962,0.70946175,0.70635265,2.3119056,1.157169,0.69297385,0.74223393,-0.46378773,0.67503333,-0.53377444,0.024711909,-0.86081046,0.16803141,-0.9440441,-1.5263302,-1.1654902,-1.3625097,-0.95634073,0
0.7811356,0.22917269,-2.1936133,-1.2957458,-0.6235571,-0.5119489,-0.9582584,0.5464124,0.37389368,1.326273,-1.673861,0.96017534,-0.46941862,1.3877985,1.2428967,-0.33845678,-1.2995018,-0.085191764,-0.33597627,-1.9978563,-2.8532512,1.0295495,1.0880446,-2.4825926,-0.67874694,-0.78281087,-0.73796535,-0.075357355,1.6895403,0.69407165,0.08901533,1.2472653,1.2292405,1.1824088,0.50483114,-3.2890341,1.6124761,-0.1580191,-0.63426286,0
-0.4015078,-1.3155411,-0.41556966,0.4095329,0.25406554,-0.21219605,0.3446373,0.62357765,0.35851294,1.2073902,-0.757287,0.6129792,0.6063681,-0.0980097,-0.61184216,-0.5376258,-0.030343972,-0.90942866,-0.763368,-0.22681144,0.7272922,0.29022467,1.038936,0.36369884,0.4386148,1.9528947,-1.7562221,2.034684,-0.7726764,-1.640247,1.620129,-0.5638112,1.3843416,-0.11878131,-0.12452316,0.2859113,0.4251382,-0.77870506,0.10168403,0
-0.38522196,1.3001642,0.51551574,-1.6590887,-2.1725798,-0.6672739,0.2211451,1.2302221,0.22852081,-0.41600698,0.58191216,-1.2539372,0.85440177,-0.27755702,0.7775207,1.1128359,-1.5142587,-0.61520433,0.046972983,-0.62730724,0.8782864,0.8730039,0.5934796,-1.4392574,-1.3709984,-0.8794021,-0.826853,-0.6049038,-0.3593587,0.3603274,2.0796452,0.5505077,0.101611204,-0.29096842,1.6757315,-0.22650678,1.2530739,0.6614062,-0.320859,0
-1.6620939,2.1225684,1.3018653,-0.5880714,-0.16295813,-0.10750753,1.9684026,0.16314085,-0.09412791,-1.4480414,1.2821668,-0.9860078,-1.772008,-0.8523085,1.0355638,-0.0279532,-0.22299103,1.4897835,0.889173,-0.09668726,-2.004944,-1.0439974,-2.2801018,-0.37948778,0.20038684,0.26232266,0.39986184,-0.57977873,-0.29121554,0.8296675,-0.076430894,0.5161891,0.6922286,0.27129462,-0.293144,0.44757515,0.49957022,-0.61632705,-0.52425426,0
-0.615911,1.8840991,0.8571234,-2.3104794,-1.326212,2.3700068,1.1318604,-1.7050332,2.0509644,-0.98134005,0.08004388,2.096173,-2.1760345,-0.5702388,1.9107581,0.5262772,-2.1839175,-0.99463665,-1.2397636,0.11937127,0.029246911,-2.6819065,-0.12521781,-0.64151096,-0.043259326,1.1232531,0.6319417,-0.19060467,0.03691669,1.085365,1.6123946,2.1655886,-0.5225928,0.2369756,0.8875129,-0.8371934,0.45823368,-0.14968678,-0.055944525,0
1.2369323,-1.7528354,-1.488181,0.39846343,-0.96566933,-0.48863465,0.20193996,0.999091,-0.22641803,0.5869682,-0.09521519,-0.19162337,0.5271187,-1.1490996,-0.7282193,-1.0370884,0.4716113,-0.095941484,-0.40600896,0.40362203,0.23716816,-0.7548359,1.2664121,1.3272105,-0.7236405,0.13882773,-0.9382108,0.9032183,-0.028926257,-1.5825684,-0.35802788,-0.416513,0.46227854,-0.69296473,0.9007117,0.16286555,1.41686,0.7031357,0.9652083,0
-0.46100157,0.5657289,0.90279424,0.15977806,-1.3713038,0.3524751,1.4007796,-1.7536263,1.7727127,-1.8034003,0.950934,0.26104197,-1.9933385,-0.9001967,0.7117597,0.7705168,-0.89300466,0.35592553,0.4892031,0.07835604,0.47391468,0.26033452,0.5107661,-0.81529963,-1.1107817,-0.8157638,0.48886266,-0.3044106,-0.7487283,0.01145247,0.10488173,0.5498918,0.62685984,-0.2049309,-1.391548,1.0275548,0.13737284,-0.97554386,-0.6791654,0
-1.2036573,1.6238652,1.0455102,-1.8923084,-1.1498996,2.1210797,-0.28008294,-1.9707608,1.9141002,-1.4530699,1.2882131,-0.9282776,-1.3718082,0.15812616,1.8740919,0.71200323,-1.695563,1.23443,0.009101858,-0.9526179,-1.0456423,0.23756994,1.1864686,-1.0026844,-0.92527986,-0.86006564,0.10176373,-0.9215901,-0.22046062,0.9899283,0.59074455,1.3178778,1.3780313,1.8765303,1.9686204,0.30884874,-0.40219134,-0.3434908,0.1788129,0
0.5396741,0.56470144,-0.2099834,-0.20638908,-0.49466506,0.3010083,-1.4743196,0.021214023,-0.68963796,-0.5832172,-0.37995073,-1.3570349,0.7259879,-1.5049295,0.32770246,0.4677735,-0.18005286,1.4403253,0.36479503,-0.10304091,-0.23819259,1.0790569,-0.13634478,-0.77948487,-2.009449,-1.429563,0.7109924,0.17738152,-0.25080514,-0.55367196,-0.677726,-1.0968946,0.28626382,0.8210868,0.7308551,1.3299949,1.041943,0.5317858,0.73290026,0
0.70780665,-1.3125286,-0.08167727,0.95057994,-0.9290264,0.11410529,-1.0327239,0.99132895,-0.046761226,0.0032963592,0.63917446,-0.81733835,0.3239536,0.91350317,-1.5314837,-0.63565516,1.0641493,-1.012239,0.24903964,-0.2956527,0.8299994,-1.8281704,0.3660978,-0.40255052,-0.8886137,1.398566,-1.3105799,0.31029898,0.73146415,-1.2281407,1.5612409,-0.07426788,1.1306841,-0.5301431,-0.18332669,-0.745945,-0.13928965,-0.10707027,-1.278829,0
0.51462287,-0.48695245,-0.9510113,0.5704265,-0.73078793,0.5357589,0.5393385,-0.7335,-0.66938746,1.4502072,-0.51221246,-0.0433738,-0.031894624,-0.09953804,-0.32840896,0.4686194,0.16206063,1.0961453,1.4170154,-0.0011608385,1.1202011,1.7822188,-0.84953475,-0.024277022,-0.1800969,-2.5547357,0.13759239,-0.31009004,-0.36203954,1.2570645,-0.40982074,-0.9891372,0.45973054,-0.56446964,-0.25654918,1.4124544,-0.010561044,1.4919655,0.23335184,0
0.8477029,-2.7458403,0.07987006,0.69031185,0.042038336,0.41626546,-1.575012,0.606708,0.28986192,-0.3479034,-0.6885993,0.1638181,1.580188,-0.029673938,-0.87100726,0.04713113,0.3998819,-0.4343537,0.39772218,-0.6960288,0.7177069,-0.26108733,-0.44915873,0.82769394,0.06719467,-0.08876285,-0.76367956,0.76794994,-1.1653159,-0.51699734,-0.50937337,-0.7389219,-0.06274571,-0.22584967,0.48870116,0.8119562,0.2437669,1.483269,0.8428249,0
-2.0370352,0.622039,2.5815263,1.9891852,0.32957864,-0.31807545,2.745625,-0.49213418,-0.9642248,-2.938758,1.3116763,-1.1194503,-2.8855047,1.6324482,-0.10131501,1.3782256,0.38935193,-0.39945015,0.68200415,-1.745868,-1.136235,-0.4155715,0.37672564,-1.8010857,-1.3597702,-0.46160924,0.8970778,-1.9536868,1.0165353,-1.5596104,-0.41592994,0.34566635,1.3104355,1.8640282,-0.63224316,0.07386276,0.8864355,0.97075135,1.1334572,0
-0.46120134,-1.5777435,0.15032552,1.8896953,0.9263868,-0.36175904,1.0873076,0.6004716,-0.34000075,0.16469792,0.46098357,1.0106857,1.1641765,0.07812476,0.71952343,-0.8443332,0.09738685,0.39243472,-0.48875058,-0.33467022,-0.49013242,1.255335,0.87154853,0.75363266,0.47800365,0.9373738,-0.706909,0.053162772,-0.04961789,-0.1433269,0.4380418,0.7399095,0.74953866,-0.28688502,-0.86043024,-1.2923356,-1.6738968,-0.8408857,-1.2945701,0
0.9685301,-0.72862434,-0.49208406,1.1531384,-0.0057019703,-1.8255079,-0.6200919,-0.4914564,0.50225633,-0.18539427,-0.59389365,1.574289,-0.021444317,-0.8169501,-0.017406302,0.16385679,1.4358922,0.9147607,-0.98528945,2.4253247,1.1538785,0.16662872,0.12667684,1.4983966,-0.07345253,-0.68254614,0.94960946,-0.49597535,-0.1351572,1.5418375,-0.48482504,-0.5569997,0.8012339,1.5493398,-0.8481555,-0.2926133,-2.8407414,-0.61382043,-0.52974737,0
-0.18996058,-0.49657,0.29425892,0.755625,0.88314164,-0.9784605,-1.6839176,0.9000502,0.2379408,-0.94023,0.6189919,-0.6987891,0.19245161,0.88615125,-0.39614362,-0.32068312,1.5987046,-1.0550545,-2.3134694,-1.9740285,-0.8430886,0.10995889,-0.30075213,0.32151678,0.9974086,0.5679017,-0.5459736,0.89883757,-0.8470901,0.27482456,-1.4170246,-1.1791292,-2.1947403,-1.4954473,-0.72915137,0.31498396,-1.9603537,0.24569115,1.8333781,0
-0.25278497,0.3425034,0.23540361,0.010019554,-1.3751305,-0.6443904,-0.25376454,0.6592951,-1.0757829,-0.25333336,0.41085488,-1.7530265,1.4892019,-0.21663481,2.2622879,1.0192257,-0.8549152,-0.4563789,1.0751858,1.7786512,0.43568334,0.09507555,-0.8614293,-2.0890434,-3.1690624,-0.80689657,0.7527189,0.2711707,0.38600346,1.1861975,1.2085478,0.772765,-1.6465874,-0.7147398,0.9507359,-1.3434327,-2.6808982,0.99473643,-0.99114877,0
-2.7572417,0.71498007,2.5930755,1.3766913,0.30524218,0.6341239,1.9883175,0.9084692,0.32720256,-2.7378972,2.050163,-0.7876193,-2.158175,-0.14074485,-0.06964675,0.6268444,-0.47024783,-0.36193895,-0.16726892,0.3126818,0.40147242,-0.71213645,0.5641331,0.025098829,-0.0886921,-0.15492316,0.7388325,-0.42833227,-0.36125222,-0.8266843,-0.10340505,-1.3059853,-0.47490364,0.30446675,-0.34043336,0.6801774,0.8567343,-0.5076839,-0.6800804,0
-2.1888578,0.058797672,1.8954878,1.2510729,0.0526951,1.2660258,0.77609366,0.4819808,1.9369358,-2.9349189,1.805835,0.31833228,-1.8487622,-0.818407,-1.2874582,-0.7342658,1.2282618,-0.112590425,-0.11906126,-0.26762486,0.62108964,1.9458169,1.608,0.28118092,1.3783507,0.91552204,-1.0605044,1.4510895,-0.8539394,-1.4731034,1.5774122,0.15333961,0.76632893,-1.1840199,0.7214632,-0.35772324,0.09587805,0.8907418,-0.3478808,0
-2.4115899,1.5459365,1.9798381,-0.41227102,-0.16037942,2.0734062,1.4425042,-0.0007733761,0.75090563,-2.1297429,2.0718362,-0.47027004,-2.5043776,0.16648607,1.0076869,-1.9826362,-0.7422237,0.53263295,0.35773402,0.48424175,-2.2333586,1.925588,0.7863545,1.1879708,1.2724856,1.0068836,2.4489927,0.15115944,-0.66916925,0.980751,-2.3842063,-0.31962976,0.17158206,-1.5886258,-0.7800016,0.5825736,1.1947905,0.19985956,-0.6482591,0
0.094484866,-0.84055334,-0.49386415,0.88142955,-0.28426418,-0.7921168,0.3243,-0.24094608,-1.3757298,0.71445304,-1.2040797,0.16928253,0.8724514,-0.5748363,0.13056038,-0.91975677,-0.30252782,-1.3442622,-1.1966257,-0.13734455,-0.74215084,1.4555964,0.23047714,0.21876751,1.5452012,1.8062215,-1.2262892,1.2665627,-0.5260175,-0.54002815,0.8178097,-0.061518498,0.46060595,-0.82106495,0.25790897,0.74739003,0.39782748,-0.8416237,-0.17923546,0
-1.7099651,1.7358131,2.0266454,-0.72723186,-2.120622,1.9216787,1.4404811,-0.5548019,0.9677926,-2.1992164,2.0146472,-0.97848415,-2.4822137,0.97287655,0.21284778,0.81563044,1.2388456,-0.09490528,-0.7236153,-1.1894885,-0.20866413,-1.0352789,-1.7084504,-0.9536055,0.69850695,1.1329484,0.9529444,-0.8166336,-0.6203604,-1.4160358,-0.44047496,0.25055972,1.5312558,1.3012633,-0.74576414,1.1839546,1.5689605,0.5006085,-1.3783282,0
-0.63081676,0.26846585,0.9662141,1.0529014,0.17481413,-0.13588335,0.014239828,-0.15220076,-0.57629967,-0.5596197,-0.35124347,-1.9379107,-0.51365685,-0.58850545,0.68498915,-0.02405795,0.7164115,1.2505586,1.110436,0.4259976,-0.66289157,0.78110504,-1.0160927,-0.9446946,-1.247485,-0.41695014,1.1464903,0.036390852,0.03834607,0.55737406,-1.1613762,-0.9522194,-0.14169303,0.13629709,-0.40309736,1.7029248,1.0334661,-0.7446867,1.372217,0
0.43314058,0.4349124,-0.7246144,-0.443145,-0.61754644,0.45571637,0.29162115,-2.713583,-0.80750173,1.4392807,-1.2802371,0.02828115,-0.19499466,-0.12150655,1.0618639,-0.46524066,0.44516134,0.07851418,-0.49142027,1.454495,-0.9316824,-1.4354634,0.6707256,-1.3768002,-1.5088114,-1.1981492,1.2049136,0.072963,-0.30224702,-0.38071406,-0.5862742,-0.4757621,0.87726605,1.3189266,-1.19171,1.8144295,-0.66430986,-3.8531363,0.76788616,0
-0.1797932,-1.6876694,1.4979389,0.21816814,0.3990684,0.71691936,-0.9004705,1.8219938,-0.06781464,-1.0973403,0.7572937,-0.8835543,0.2633992,1.0401306,-1.2504761,1.3031735,-0.49346703,0.9102131,1.487149,0.4086982,1.2453063,-2.1173918,0.5588779,0.18523794,0.57559717,0.068175204,-0.007725257,0.9843289,-0.1583939,0.5315094,0.6440299,-0.62303907,-0.29765,-0.08918474,0.13465095,-0.031317342,0.016230801,1.5199947,-0.28694248,0
0.39914265,0.031644717,-0.6209339,1.1814866,-0.13591939,-1.0690427,0.10511955,-0.50474125,-1.0137429,0.28340477,-0.835952,-0.09044791,0.29828665,-0.64434797,-0.016459502,0.8289873,0.44804853,0.15543883,0.045373835,-0.5487833,0.79164666,0.29241365,-1.3005844,0.74552333,0.7725412,-1.0061432,1.0159699,0.033414345,-0.74466884,0.88623154,1.0991582,-1.1681108,-0.9245423,0.18451025,-0.007547709,-0.75634027,-1.8548977,0.1493277,-0.51164037,0
-0.12404926,-0.7181577,-0.56758475,-0.6463152,-0.35317534,-0.38532597,0.8421507,0.17130877,-0.46342322,0.4551443,0.07821254,0.007141798,-0.6120243,-0.69667673,-0.5177662,-0.47127467,-0.22986226,0.9605992,0.22408487,1.4841931,-0.32849038,0.19841504,0.4111844,-0.26069713,0.8037038,0.3783583,0.7937716,0.41713694,-0.38563672,1.4047147,-1.6406691,-1.060978,-0.5523794,-1.072048,-0.65430224,0.05146269,-0.8121597,0.13512431,1.2044923,0
-2.0174396,0.88342804,1.6767453,0.49037102,-0.16507891,2.1157002,1.1305603,-2.0698915,1.2766019,-1.8730489,1.1875832,-0.74602675,-1.5426428,-0.6486379,-0.16216771,1.2374542,0.379508,1.6867195,1.4092568,-0.046415165,-0.355703,-1.5459013,-1.3669392,-0.81817204,-0.7202843,-0.72306037,0.20982777,0.05755414,0.0964105,-0.98135245,-0.02536058,-1.0568731,0.7147059,0.7382632,1.374406,0.30028415,1.4032084,0.5783678,0.24461819,0
0.8587919,-0.35356805,-0.69208217,0.7491041,0.7009291,-1.5363455,-0.61040854,-1.9622277,-0.30616742,0.5858354,-0.7195366,-0.36033937,0.36973953,0.43092728,-1.3054746,-0.9566273,-1.4603804,-0.47515792,-1.1209276,0.34162432,-0.03948046,1.0456748,0.020213313,1.0793264,-0.21855259,-0.10782897,0.7101729,-0.04470062,-1.19891,0.25849235,-1.8615437,-1.2810768,-1.9997634,-1.122216,-1.5716463,0.46435556,0.3566073,2.0338957,1.925051,0
0.36418042,-0.77434736,-0.25841302,-0.19510221,0.028593343,-0.39531827,1.0929728,-1.2973157,0.09006139,-0.20464675,0.09858144,1.3446338,0.2348103,0.049958218,-0.9420305,0.36450148,-0.21954346,0.7263649,1.1088852,1.1285532,0.06715293,-0.25157934,0.7609524,0.5106339,1.0117848,-0.008803499,-1.1209178,-0.2772605,1.2463332,0.44199967,1.1458166,1.0598599,0.5172545,0.6301743,-0.358242,0.1366697,0.5224988,0.3977952,-0.7772571,0
